id,subject,education_level,chapter,topic_name,reference_component,component_type,student_note_evidence,label,numeric_score,is_hard_negative,source_type,source_reference
REC-CHE-00398,Chemistry,Class 11,Equilibrium,Le Chatelier's Principle,"Le Chatelier's principle states that if a dynamic equilibrium is disturbed by changing concentration, pressure, or temperature, the system shifts to counteract the disturbance.",core_concept,Exam Revision: Equilibrium constant Kc depends only on temperature. (Important for final exam),PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 11 Chemistry Part 1, Chapter 7, Section 7.8"
REC-MAT-00954,Mathematics,Class 10,Quadratic Equations,Quadratic Formula and Discriminant,Quadratic formula x = [-b +- sqrt(b^2 - 4ac)] / (2a) solves ax^2 + bx + c = 0 with discriminant D = b^2 - 4ac determining root nature.,formula,- Quadratic formula x = (-b +- sqrt(D)) / (2a) where D = b^2 - 4ac.,FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 10 Mathematics, Chapter 4, Section 4.4"
REC-PHY-00198,Physics,Class 12,Electromagnetic Induction,Faraday's Law of Induction,Induced electromotive force emf = - d(phi_B) / dt is proportional to negative rate of change of magnetic flux.,formula,Exam Revision: Induced voltage = - dPhi / dt. (Important for final exam),FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 12 Physics Part 1, Chapter 6, Section 6.3"
REC-BIO-00576,Biology,Class 11,Photosynthesis in Higher Plants,Light Reaction and Photophosphorylation,"Non-cyclic photophosphorylation (Z-scheme) involves Photosystems II and I, water splitting (photolysis), ATP synthesis, and NADPH formation.",process,"Key Point: Light reactions occur in thylakoid membrane. PSII absorbs 680nm light, photolysis of water releases O2, electrons flow through Z-scheme to PSI generating ATP and NADPH. [Summary]",FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 11 Biology, Chapter 13, Section 13.6"
REC-GEO-01006,Geography,Class 11,Fundamentals of Physical Geography,Theory of Plate Tectonics,"Theory of plate tectonics explains large-scale movement of Earth's lithospheric plates over convective asthenosphere forming divergent, convergent, and transform boundaries.",core_concept,"Exam Revision: Plate tectonics: lithospheric plates float on asthenosphere, interacting along divergent (rift), convergent (trench/mountain), and transform faults. (Important for final exam)",FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 11 Geography, Chapter 4, Section 4.4"
REC-MAT-00880,Mathematics,Class 11,Limits and Derivatives,First Principles Derivation,Derivative of function f(x) from first principles is f'(x) = lim_{h->0} [f(x+h) - f(x)] / h.,derivation,Key Point: Derivative represents slope of tangent line to curve at point x. [Summary],PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 11 Mathematics, Chapter 13, Section 13.5"
REC-PHY-00007,Physics,Class 12,Electrostatic Potential and Capacitance,Parallel Plate Capacitor,Capacitance of a parallel plate capacitor in vacuum is C = (epsilon_0 * A) / d where A is plate area and d is separation.,formula,"For two parallel conducting plates of area A separated by d=tance d in vacuum, capacitance = C = e0 * A / d.",FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 12 Physics Part 1, Chapter 2, Section 2.8"
REC-PHY-00241,Physics,Class 12,Ray Optics and Optical Instruments,Lens Maker's Formula,"Lens maker's formula 1/f = (n - 1) * (1/R1 - 1/R2) relates focal length f of a thin lens to refractive index n and radii of curvature R1, R2.",formula,1/f = (n - 1) (1/R1 - 1/R2) for thin spherical lens in air.,FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 12 Physics Part 2, Chapter 9, Section 9.5"
REC-PHY-00201,Physics,Class 12,Electromagnetic Induction,Faraday's Law of Induction,Induced electromotive force emf = - d(phi_B) / dt is proportional to negative rate of change of magnetic flux.,formula,Changing magnetic field produces induced electric current in closed loop.,PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 12 Physics Part 1, Chapter 6, Section 6.3"
REC-BIO-00663,Biology,Class 12,Molecular Basis of Inheritance,DNA Double Helix Structure,"Watson and Crick DNA double helix model features antiparallel polynucleotide chains with complementary base pairing (A=T with 2 H-bonds, G=C with 3 H-bonds).",definition,Protein synthes= occurs at ribosomes via mRNA translation.,MISSING,0.0,False,NCERT Textbooks,"NCERT Class 12 Biology, Chapter 6, Section 6.1"
REC-CHE-00315,Chemistry,Class 12,Chemical Kinetics,Arrhenius Equation,Arrhenius equation k = A * exp(-Ea / (R * T)) describes temperature dependence of reaction rate constant k.,formula,"Note: Order of a reaction can be zero, fractional, or integer determined experimentally.",MISSING,0.0,True,NCERT Textbooks,"NCERT Class 12 Chemistry Part 1, Chapter 4, Section 4.5"
REC-CHE-00411,Chemistry,Class 11,Equilibrium,Le Chatelier's Principle,"Le Chatelier's principle states that if a dynamic equilibrium is disturbed by changing concentration, pressure, or temperature, the system shifts to counteract the disturbance.",core_concept,Note: Catalysts increase both forward and reverse reaction rates equally without changing Kc.,MISSING,0.0,True,NCERT Textbooks,"NCERT Class 11 Chemistry Part 1, Chapter 7, Section 7.8"
REC-CHE-00453,Chemistry,Class 12,Haloalkanes and Haloarenes,SN1 vs SN2 Nucleophilic Substitution Mechanism,"SN1 mechanism involves carbocation intermediate with inversion/racemization, while SN2 involves concerted single-step transition state with complete inversion.",process,Tertiary alkyl halides prefer SN1 due to carbocation stability. (refer to diagram for full details),PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 12 Chemistry Part 2, Chapter 10, Section 10.7"
REC-CHE-00291,Chemistry,Class 12,Chemical Kinetics,Arrhenius Equation,Arrhenius equation k = A * exp(-Ea / (R * T)) describes temperature dependence of reaction rate constant k.,formula,Note: ln(k2/k1) = (Ea/R) * (1/T1 - 1/T2) derived from Arrhenius equation. [Ref: NCERT Chapter notes],FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 12 Chemistry Part 1, Chapter 4, Section 4.5"
REC-BIO-00617,Biology,Class 12,Molecular Basis of Inheritance,DNA Double Helix Structure,"Watson and Crick DNA double helix model features antiparallel polynucleotide chains with complementary base pairing (A=T with 2 H-bonds, G=C with 3 H-bonds).",definition,"DNA double helix consists of two antiparallel sugar-phosphate backbones. Adenine pairs with Thymine via 2 hydrogen bonds, Guanine pairs with Cytosine via 3 hydrogen bonds.",FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 12 Biology, Chapter 6, Section 6.1"
REC-MAT-00825,Mathematics,Class 12,Matrices and Determinants,Inverse of a Matrix,Inverse of a square matrix A exists if det(A) != 0 (non-singular) and is calculated by A^(-1) = (1 / det(A)) * adj(A).,formula,Inverse matrix satisfies property A * A^-1 = A^-1 * A = I.,PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 12 Mathematics Part 1, Chapter 4, Section 4.5"
REC-MAT-00950,Mathematics,Class 10,Quadratic Equations,Quadratic Formula and Discriminant,Quadratic formula x = [-b +- sqrt(b^2 - 4ac)] / (2a) solves ax^2 + bx + c = 0 with discriminant D = b^2 - 4ac determining root nature.,formula,"Exam Revision: Roots of ax^2 + bx + c = 0 given by x = (-b +- sqrt(b^2 - 4ac)) / (2a). Discriminant D = b^2 - 4ac: D>0 real distinct, D=0 real equal, D<0 complex. (Important for final exam)",FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 10 Mathematics, Chapter 4, Section 4.4"
REC-PHY-00160,Physics,Class 12,Electric Charges and Fields,Field Inside a Thin Spherical Shell,Electric field inside a uniformly charged thin spherical shell (r < R) is strictly zero (E = 0) because enclosed charge is zero.,core_concept,Key Point: A thin spherical shell carries total charge Q distributed on surface. [Summary],PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 12 Physics Part 1, Chapter 1, Section 1.15.3"
REC-PHY-00185,Physics,Class 12,Electromagnetic Induction,Faraday's Law of Induction,Induced electromotive force emf = - d(phi_B) / dt is proportional to negative rate of change of magnetic flux.,formula,Faraday law states induced EMF is epsilon = - d(phi_B)/dt where negative sign represents Lenz's law direction.,FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 12 Physics Part 1, Chapter 6, Section 6.3"
REC-PHY-00111,Physics,Class 12,Electric Charges and Fields,Field Due to Infinitely Long Straight Wire,Derivation of electric field due to infinitely long wire using Gauss's Law yielding E = lambda / (2 * pi * epsilon_0 * r).,derivation,Electric field of long line charge = E = lambda / (2 * pi * e0 * r).,PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 12 Physics Part 1, Chapter 1, Section 1.15"
REC-GEO-01025,Geography,Class 11,Fundamentals of Physical Geography,Theory of Plate Tectonics,"Theory of plate tectonics explains large-scale movement of Earth's lithospheric plates over convective asthenosphere forming divergent, convergent, and transform boundaries.",core_concept,Plate tectonics was proposed by Alfred Wegener in 1912.,MISSING,0.0,True,NCERT Textbooks,"NCERT Class 11 Geography, Chapter 4, Section 4.4"
REC-GEO-01202,Geography,Class 11,Atmosphere and Climate,Atmospheric Pressure Belts and Planetary Winds,"Global atmospheric circulation features Equatorial Low (Doldrums), Subtropical Highs (Horse Latitudes), Subpolar Lows, and Polar Highs driving Trade Winds, Westerlies, and Easterlies.",core_concept,- Pressure belts shift north and south with apparent movement of the sun.,PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 11 Geography, Chapter 10, Section 10.4"
REC-PHY-00021,Physics,Class 12,Electrostatic Potential and Capacitance,Parallel Plate Capacitor,Capacitance of a parallel plate capacitor in vacuum is C = (epsilon_0 * A) / d where A is plate area and d is separation.,formula,Capacitance depends on area A and plate distance d. (refer to diagram for full details),PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 12 Physics Part 1, Chapter 2, Section 2.8"
REC-MAT-00802,Mathematics,Class 12,Integrals,Integration by Parts,Integration by parts formula is int(u * dv) = u * v - int(v * du) with ILATE rule for selecting first function u.,formula,- Derivative of sin(x) is cos(x) and integral of cos(x) is sin(x) + C.,MISSING,0.0,False,NCERT Textbooks,"NCERT Class 12 Mathematics Part 2, Chapter 7, Section 7.5"
REC-PHY-00243,Physics,Class 12,Ray Optics and Optical Instruments,Lens Maker's Formula,"Lens maker's formula 1/f = (n - 1) * (1/R1 - 1/R2) relates focal length f of a thin lens to refractive index n and radii of curvature R1, R2.",formula,Note: 1/f = (n - 1) (1/R1 - 1/R2) for thin spherical lens in air. [Ref: NCERT Chapter notes],FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 12 Physics Part 2, Chapter 9, Section 9.5"
REC-CHE-00362,Chemistry,Class 12,Electrochemistry,Nernst Equation,Nernst equation for electrode potential E = E_0 - (RT / nF) * ln(Q) where Q is reaction quotient.,formula,- Faraday's first law of electrolysis states mass deposited is m = Z * Q.,MISSING,0.0,True,NCERT Textbooks,"NCERT Class 12 Chemistry Part 1, Chapter 3, Section 3.3"
REC-PHY-00240,Physics,Class 12,Ray Optics and Optical Instruments,Lens Maker's Formula,"Lens maker's formula 1/f = (n - 1) * (1/R1 - 1/R2) relates focal length f of a thin lens to refractive index n and radii of curvature R1, R2.",formula,Key Point: Lens maker formula: 1/f = (mu - 1) * (1/R1 - 1/R2) where R1 and R2 are radii of curvature of two lens surfaces. [Summary],FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 12 Physics Part 2, Chapter 9, Section 9.5"
REC-GEO-01104,Geography,Class 11,Landforms and their Evolution,Agents of Gradation and River Landforms,"Running water as a geomorphic agent creates erosional landforms (V-shaped valleys, waterfalls, gorges) in youthful stage and depositional landforms (deltas, alluvial fans, levees) in old stage.",process,Key Point: Fluvial landforms: upper course erosion creates gorges/waterfalls; lower course deposition creates oxbow lakes and deltas. [Summary],FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 11 Geography, Chapter 7, Section 7.2"
REC-CHE-00515,Chemistry,Class 11,States of Matter,Ideal Gas Equation,"Ideal gas equation P * V = n * R * T combines Boyle's law, Charles's law, and Avogadro's law for ideal gas behavior.",formula,Note: Dalton's law of partial pressures P_total = P1 + P2 + P3.,MISSING,0.0,False,NCERT Textbooks,"NCERT Class 11 Chemistry Part 1, Chapter 5, Section 5.5"
REC-BIO-00650,Biology,Class 12,Molecular Basis of Inheritance,DNA Double Helix Structure,"Watson and Crick DNA double helix model features antiparallel polynucleotide chains with complementary base pairing (A=T with 2 H-bonds, G=C with 3 H-bonds).",definition,- RNA contains ribose sugar and uracil base instead of thymine.,MISSING,0.0,True,NCERT Textbooks,"NCERT Class 12 Biology, Chapter 6, Section 6.1"
REC-MAT-00886,Mathematics,Class 11,Limits and Derivatives,First Principles Derivation,Derivative of function f(x) from first principles is f'(x) = lim_{h->0} [f(x+h) - f(x)] / h.,derivation,Exam Revision: Product rule for derivatives: (u v)' = u' v + u v'. (Important for final exam),MISSING,0.0,True,NCERT Textbooks,"NCERT Class 11 Mathematics, Chapter 13, Section 13.5"
REC-PHY-00054,Physics,Class 12,Electrostatic Potential and Capacitance,Energy Stored in a Capacitor,Electrostatic potential energy stored in a charged capacitor is U = (1/2) * C * V^2 = Q^2 / (2C).,formula,Exam Revision: The energy stored in a charged capacitor is U = 1/2 C V^2 or Q^2 / 2C. (Important for final exam),FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 12 Physics Part 1, Chapter 2, Section 2.10"
REC-GEO-01018,Geography,Class 11,Fundamentals of Physical Geography,Theory of Plate Tectonics,"Theory of plate tectonics explains large-scale movement of Earth's lithospheric plates over convective asthenosphere forming divergent, convergent, and transform boundaries.",core_concept,- Earth's crust is divided into tectonic plates.,PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 11 Geography, Chapter 4, Section 4.4"
REC-MAT-00953,Mathematics,Class 10,Quadratic Equations,Quadratic Formula and Discriminant,Quadratic formula x = [-b +- sqrt(b^2 - 4ac)] / (2a) solves ax^2 + bx + c = 0 with discriminant D = b^2 - 4ac determining root nature.,formula,Quadratic formula x = (-b +- sqrt(D)) / (2a) where D = b^2 - 4ac.,FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 10 Mathematics, Chapter 4, Section 4.4"
REC-PHY-00186,Physics,Class 12,Electromagnetic Induction,Faraday's Law of Induction,Induced electromotive force emf = - d(phi_B) / dt is proportional to negative rate of change of magnetic flux.,formula,- Faraday law states induced EMF is epsilon = - d(phi_B)/dt where negative sign represents Lenz's law direction.,FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 12 Physics Part 1, Chapter 6, Section 6.3"
REC-CHE-00432,Chemistry,Class 12,Haloalkanes and Haloarenes,SN1 vs SN2 Nucleophilic Substitution Mechanism,"SN1 mechanism involves carbocation intermediate with inversion/racemization, while SN2 involves concerted single-step transition state with complete inversion.",process,Key Point: SN1 proceeds via 2 steps with carbocation intermediate giving racemization. SN2 is 1 step concerted backside attack giving stereochemical inversion of configuration. [Summary],FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 12 Chemistry Part 2, Chapter 10, Section 10.7"
REC-CHE-00454,Chemistry,Class 12,Haloalkanes and Haloarenes,SN1 vs SN2 Nucleophilic Substitution Mechanism,"SN1 mechanism involves carbocation intermediate with inversion/racemization, while SN2 involves concerted single-step transition state with complete inversion.",process,Exam Revision: Tertiary alkyl halides prefer SN1 due to carbocation stability. (Important for final exam),PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 12 Chemistry Part 2, Chapter 10, Section 10.7"
REC-PHY-00050,Physics,Class 12,Electrostatic Potential and Capacitance,Energy Stored in a Capacitor,Electrostatic potential energy stored in a charged capacitor is U = (1/2) * C * V^2 = Q^2 / (2C).,formula,- The energy stored in a charged capacitor is U = 1/2 C V^2 or Q^2 / 2C.,FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 12 Physics Part 1, Chapter 2, Section 2.10"
REC-MAT-00901,Mathematics,Class 12,Probability,Bayes' Theorem,Bayes' theorem calculates conditional probability P(Ai|B) = [P(Ai) * P(B|Ai)] / sum[P(Ak) * P(B|Ak)] for partition events Ai.,formula,Bayes theorem formla: P(E_i|A) = [P(E_i)*P(A|E_i)] / sum_{j=1}^n [P(E_j)*P(A|E_j)] for pairwise disjoint events E_i.,FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 12 Mathematics Part 2, Chapter 13, Section 13.3"
REC-PHY-00187,Physics,Class 12,Electromagnetic Induction,Faraday's Law of Induction,Induced electromotive force emf = - d(phi_B) / dt is proportional to negative rate of change of magnetic flux.,formula,Note: Faraday law states induced EMF is epsilon = - d(phi_B)/dt where negative sign represents Lenz's law direction. [Ref: NCERT Chapter notes],FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 12 Physics Part 1, Chapter 6, Section 6.3"
REC-MAT-00826,Mathematics,Class 12,Matrices and Determinants,Inverse of a Matrix,Inverse of a square matrix A exists if det(A) != 0 (non-singular) and is calculated by A^(-1) = (1 / det(A)) * adj(A).,formula,- Inverse matrix satisfies property A * A^-1 = A^-1 * A = I.,PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 12 Mathematics Part 1, Chapter 4, Section 4.5"
REC-MAT-00872,Mathematics,Class 11,Limits and Derivatives,First Principles Derivation,Derivative of function f(x) from first principles is f'(x) = lim_{h->0} [f(x+h) - f(x)] / h.,derivation,Key Point: Definition of derivative: dy/dx = lim_{h->0} [f(x+h) - f(x)] / h. [Summary],FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 11 Mathematics, Chapter 13, Section 13.5"
REC-CHE-00503,Chemistry,Class 11,States of Matter,Ideal Gas Equation,"Ideal gas equation P * V = n * R * T combines Boyle's law, Charles's law, and Avogadro's law for ideal gas behavior.",formula,Boyle's law states P = inversely proportional to V at constant T.,PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 11 Chemistry Part 1, Chapter 5, Section 5.5"
REC-BIO-00674,Biology,Class 12,Principles of Inheritance and Variation,Mendel's Law of Segregation,Mendel's Law of Segregation states that allele pairs separate during gamete formation so each gamete carries only one allele for each gene.,core_concept,- Alleles segregate during gamete formation with 1:2:1 monohybrid genotypic ratio.,FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 12 Biology, Chapter 5, Section 5.2.1"
REC-PHY-00169,Physics,Class 12,Electric Charges and Fields,Field Inside a Thin Spherical Shell,Electric field inside a uniformly charged thin spherical shell (r < R) is strictly zero (E = 0) because enclosed charge is zero.,core_concept,"Outside a spherical shell, electric field behaves as if all charge were at center E = kQ/r^2.",MISSING,0.0,True,NCERT Textbooks,"NCERT Class 12 Physics Part 1, Chapter 1, Section 1.15.3"
REC-PHY-00177,Physics,Class 12,Electric Charges and Fields,Field Inside a Thin Spherical Shell,Electric field inside a uniformly charged thin spherical shell (r < R) is strictly zero (E = 0) because enclosed charge is zero.,core_concept,Gravitational potential at Earth center is negative.,MISSING,0.0,False,NCERT Textbooks,"NCERT Class 12 Physics Part 1, Chapter 1, Section 1.15.3"
REC-MAT-00912,Mathematics,Class 12,Probability,Bayes' Theorem,Bayes' theorem calculates conditional probability P(Ai|B) = [P(Ai) * P(B|Ai)] / sum[P(Ak) * P(B|Ak)] for partition events Ai.,formula,Key Point: Bayes theorem: posterior probability P(A|B) = P(B|A)*P(A) / P(B). [Summary],FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 12 Mathematics Part 2, Chapter 13, Section 13.3"
REC-CHE-00419,Chemistry,Class 11,Equilibrium,Le Chatelier's Principle,"Le Chatelier's principle states that if a dynamic equilibrium is disturbed by changing concentration, pressure, or temperature, the system shifts to counteract the disturbance.",core_concept,Note: Buffer solutions maintain constant pH upon addition of small amounts of acid or base.,MISSING,0.0,False,NCERT Textbooks,"NCERT Class 11 Chemistry Part 1, Chapter 7, Section 7.8"
REC-BIO-00582,Biology,Class 11,Photosynthesis in Higher Plants,Light Reaction and Photophosphorylation,"Non-cyclic photophosphorylation (Z-scheme) involves Photosystems II and I, water splitting (photolysis), ATP synthesis, and NADPH formation.",process,"Exam Revision: Z-scheme light reaction splits water into 2H+, 2e-, and O2, producing ATP & NADPH. (Important for final exam)",FULLY_COVERED,1.0,False,NCERT Textbooks,"NCERT Class 11 Biology, Chapter 13, Section 13.6"
REC-GEO-01222,Geography,Class 11,Atmosphere and Climate,Atmospheric Pressure Belts and Planetary Winds,"Global atmospheric circulation features Equatorial Low (Doldrums), Subtropical Highs (Horse Latitudes), Subpolar Lows, and Polar Highs driving Trade Winds, Westerlies, and Easterlies.",core_concept,Exam Revision: Monsoon winds are seasonal land and sea breeze systems over South Asia. (Important for final exam),MISSING,0.0,True,NCERT Textbooks,"NCERT Class 11 Geography, Chapter 10, Section 10.4"
REC-BIO-00657,Biology,Class 12,Molecular Basis of Inheritance,DNA Double Helix Structure,"Watson and Crick DNA double helix model features antiparallel polynucleotide chains with complementary base pairing (A=T with 2 H-bonds, G=C with 3 H-bonds).",definition,Protein synthesis occurs at ribosomes via mRNA translation.,MISSING,0.0,False,NCERT Textbooks,"NCERT Class 12 Biology, Chapter 6, Section 6.1"
REC-GEO-01216,Geography,Class 11,Atmosphere and Climate,Atmospheric Pressure Belts and Planetary Winds,"Global atmospheric circulation features Equatorial Low (Doldrums), Subtropical Highs (Horse Latitudes), Subpolar Lows, and Polar Highs driving Trade Winds, Westerlies, and Easterlies.",core_concept,Key Point: Coriolis force deflects winds to right in northern hemisphere and left in southern hemisphere. [Summary],PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 11 Geography, Chapter 10, Section 10.4"
REC-GEO-01059,Geography,Class 11,Fundamentals of Physical Geography,Locating Tectonic Plates on World Map,"Locating and mapping major tectonic plates (Pacific, Eurasian, African, Indo-Australian, North American, South American, Antarctic) on a world map.",process,Note: Major tectonic plates are located across ocean basins and continents.,PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 11 Geography, Chapter 4, Section 4.4.1"
REC-PHY-00218,Physics,Class 12,Electromagnetic Induction,Faraday's Law of Induction,Induced electromotive force emf = - d(phi_B) / dt is proportional to negative rate of change of magnetic flux.,formula,- Self inductance of solenoid is L = mu_0 * N^2 * A / l.,MISSING,0.0,True,NCERT Textbooks,"NCERT Class 12 Physics Part 1, Chapter 6, Section 6.3"
REC-MAT-00917,Mathematics,Class 12,Probability,Bayes' Theorem,Bayes' theorem calculates conditional probability P(Ai|B) = [P(Ai) * P(B|Ai)] / sum[P(Ak) * P(B|Ak)] for partition events Ai.,formula,Bayes theorem calculates reverse conditional probability given prior probabilities. (refer to diagram for full details),PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 12 Mathematics Part 2, Chapter 13, Section 13.3"
REC-BIO-00656,Biology,Class 12,Molecular Basis of Inheritance,DNA Double Helix Structure,"Watson and Crick DNA double helix model features antiparallel polynucleotide chains with complementary base pairing (A=T with 2 H-bonds, G=C with 3 H-bonds).",definition,Key Point: RNA contains ribose sugar and uracil base instead of thymine. [Summary],MISSING,0.0,True,NCERT Textbooks,"NCERT Class 12 Biology, Chapter 6, Section 6.1"
REC-PHY-00090,Physics,Class 12,Electrostatic Potential and Capacitance,Energy Stored in a Capacitor,Electrostatic potential energy stored in a charged capacitor is U = (1/2) * C * V^2 = Q^2 / (2C).,formula,- Resistance dissipates energy as heat according to Joule's law H = I^2 R t.,MISSING,0.0,False,NCERT Textbooks,"NCERT Class 12 Physics Part 1, Chapter 2, Section 2.10"
REC-CHE-00417,Chemistry,Class 11,Equilibrium,Le Chatelier's Principle,"Le Chatelier's principle states that if a dynamic equilibrium is disturbed by changing concentration, pressure, or temperature, the system shifts to counteract the disturbance.",core_concept,Buffer solutions maintain constant pH upon addition of small amounts of acid or base.,MISSING,0.0,False,NCERT Textbooks,"NCERT Class 11 Chemistry Part 1, Chapter 7, Section 7.8"
REC-MAT-00800,Mathematics,Class 12,Integrals,Integration by Parts,Integration by parts formula is int(u * dv) = u * v - int(v * du) with ILATE rule for selecting first function u.,formula,Key Point: Definite integral int_a^b f(x)dx represents net area under curve f(x) between x=a and x=b. [Summary],MISSING,0.0,True,NCERT Textbooks,"NCERT Class 12 Mathematics Part 2, Chapter 7, Section 7.5"
REC-BIO-00585,Biology,Class 11,Photosynthesis in Higher Plants,Light Reaction and Photophosphorylation,"Non-cyclic photophosphorylation (Z-scheme) involves Photosystems II and I, water splitting (photolysis), ATP synthesis, and NADPH formation.",process,Light reaction converts solar energy into chemical energy ATP.,PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 11 Biology, Chapter 13, Section 13.6"
REC-GEO-01211,Geography,Class 11,Atmosphere and Climate,Atmospheric Pressure Belts and Planetary Winds,"Global atmospheric circulation features Equatorial Low (Doldrums), Subtropical Highs (Horse Latitudes), Subpolar Lows, and Polar Highs driving Trade Winds, Westerlies, and Easterlies.",core_concept,Note: Coriolis force deflects winds to right in northern hemisphere and left in southern hemisphere.,PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 11 Geography, Chapter 10, Section 10.4"
REC-GEO-01227,Geography,Class 11,Atmosphere and Climate,Atmospheric Pressure Belts and Planetary Winds,"Global atmospheric circulation features Equatorial Low (Doldrums), Subtropical Highs (Horse Latitudes), Subpolar Lows, and Polar Highs driving Trade Winds, Westerlies, and Easterlies.",core_concept,Note: Ocean currents are continuous directional movements of seawater driven by wind and density.,MISSING,0.0,False,NCERT Textbooks,"NCERT Class 11 Geography, Chapter 10, Section 10.4"
REC-CHE-00326,Chemistry,Class 12,Chemical Kinetics,Arrhenius Equation,Arrhenius equation k = A * exp(-Ea / (R * T)) describes temperature dependence of reaction rate constant k.,formula,Exam Revision: Catalysts lower activation energy without being consumed. (Important for final exam),MISSING,0.0,True,NCERT Textbooks,"NCERT Class 12 Chemistry Part 1, Chapter 4, Section 4.5"
REC-CHE-00367,Chemistry,Class 12,Electrochemistry,Nernst Equation,Nernst equation for electrode potential E = E_0 - (RT / nF) * ln(Q) where Q is reaction quotient.,formula,Faraday's first law of electrolys= states mass deposited = m = Z * Q.,MISSING,0.0,True,NCERT Textbooks,"NCERT Class 12 Chemistry Part 1, Chapter 3, Section 3.3"
REC-BIO-00600,Biology,Class 11,Photosynthesis in Higher Plants,Light Reaction and Photophosphorylation,"Non-cyclic photophosphorylation (Z-scheme) involves Photosystems II and I, water splitting (photolysis), ATP synthesis, and NADPH formation.",process,Key Point: Photosynthesis occurs in chloroplast stroma and thylakoid membranes. [Summary],PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 11 Biology, Chapter 13, Section 13.6"
REC-GEO-01022,Geography,Class 11,Fundamentals of Physical Geography,Theory of Plate Tectonics,"Theory of plate tectonics explains large-scale movement of Earth's lithospheric plates over convective asthenosphere forming divergent, convergent, and transform boundaries.",core_concept,Exam Revision: Earth's crust is divided into tectonic plates. (Important for final exam),PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 11 Geography, Chapter 4, Section 4.4"
REC-GEO-01058,Geography,Class 11,Fundamentals of Physical Geography,Locating Tectonic Plates on World Map,"Locating and mapping major tectonic plates (Pacific, Eurasian, African, Indo-Australian, North American, South American, Antarctic) on a world map.",process,- Major tectonic plates are located across ocean basins and continents.,PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 11 Geography, Chapter 4, Section 4.4.1"
REC-PHY-00072,Physics,Class 12,Electrostatic Potential and Capacitance,Energy Stored in a Capacitor,Electrostatic potential energy stored in a charged capacitor is U = (1/2) * C * V^2 = Q^2 / (2C).,formula,Key Point: A charged capacitor stores electrostatic potential energy in its electric field. [Summary],PARTIALLY_COVERED,0.5,True,NCERT Textbooks,"NCERT Class 12 Physics Part 1, Chapter 2, Section 2.10"
